,ID,TIPO,INSTITUCIO,CALLE,NUMERO,REFERENCIA,COLONIA,C_P_,Observacio,Alcaldía,geometry
0,1.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Insurgentes Sur,2105,,Sn. Angel,01000,,Álvaro Obregón,POINT (-99.18802209442964 19.34685189175277)
1,2.0,TIENDAS DEPARTAMENTALES,Electra,Dr. Galvez,31,Esq. Revolución,Sn. Angel,01000,,Álvaro Obregón,POINT (-99.19066209542976 19.343471884095106)
2,3.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Camino Desierto de los Leones,52,Esq. Revolución,Sn. Angel,01000,,Álvaro Obregón,POINT (-99.18946210386913 19.34878788983623)
3,4.0,PLAZAS COMERCIALES,,Insugentes Sur,1971,Entre Río Sn. Angel y Fernando Villapando,Guadalupe Inn.,01020,,Álvaro Obregón,POINT (-99.18745610521945 19.35199289628421)
4,5.0,CENTRO COMERCIAL,CENTRO COMERCIAL EL RELOX,Insurjentes Sur,2374,Entre Privada Relox y Loreto,Ermita,01070,,Álvaro Obregón,POINT (-99.18982280640304 19.3404127413385)
5,6.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Av. Revolución,S/N,Esq. Río Magdalena,Ermita,01070,,Álvaro Obregón,POINT (-99.19287309238602 19.33902887628824)
6,7.0,TIENDAS DE AUTO SERVICIO,SAMS CLUB,Periférico Sur,630,Entre Luis Cabrera y Sn. Jerónimo,Jardines del Pedregal,01900,,Álvaro Obregón,POINT (-99.20886013025292 19.330663836834415)
7,8.0,TIENDAS DE AUTO SERVICIO,"PRICE CLUB DE MÉXICO, S.A. DE C.V.",Blvr. Adolfo López Mateos,1181,Entre Sn. Antonio y Calle 10,Sn. Pedro de los Pinos,01180,,Álvaro Obregón,POINT (-99.19086320096012 19.38637690803251)
8,9.0,TIENDAS DE AUTO SERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Camino a Sta. Fé,644,Entre la Unidad Habitacional Boscoso y  la Unidad Habitacional Real del Bosque,El Cuernito,01220,,Álvaro Obregón,POINT (-99.22275631831855 19.38709183792678)
9,10.0,TIENDAS DE AUTO SERVICIO,HOME  MART,Av. Central,175,Esq. Sta. Lucia,Alfonso Xlll,01460,,Álvaro Obregón,POINT (-99.19979121442445 19.37834988353782)
10,11.0,TIENDAS DE AUTO SERVICIO,"ALMACENES AURRERA, S.A. DE C.V.",Blvr. Adolfo López Mateos,1702,Esq. Rosa de Bengala,Lomas de Plateros,01480,,Álvaro Obregón,POINT (-99.19309493620129 19.36970211221636)
11,12.0,TIENDAS DE AUTO SERVICIO,"ALMACENES AURRERA, S.A. DE C.V.",Calz. de las Águilas,820,Esq. Rómulo O'Farril,Ampl.Las Águilas,01710,,Álvaro Obregón,POINT (-99.2157249940481 19.353186265074374)
12,13.0,TIENDAS DE AUTO SERVICIO,MEGA COMERCIAL MEXICANA S.A DE C.V.,Av. de las Torres,446,Entre Prol. Sn. Pedro Prol. Sn Pablo,Olivar de los Padres,01780,,Álvaro Obregón,POINT (-99.22707520902566 19.335891799437256)
13,14.0,TIENDAS DEPARTAMENTALES,"SUBURBIA, S.A. DE C.V.",Sn. Jerónimo,630,,Jardines del Pedregal,01900,,Álvaro Obregón,POINT (-99.21026856349519 19.329679280093032)
14,15.0,CENTRO COMERCIAL,CENTRO COMERCIAL PED STA. TERESA,Periférico Sur Caseta,4020,Por Camino a  Sta. Teresa,Residencial Pedregal,01990,,Álvaro Obregón,POINT (-99.2134831635158 19.308616854584198)
15,16.0,TIENDAS DE AUTO SERVICIO,"COMERCIAL MEXICANA, S.A. DE C.V.",Av. Sn. Jerónimo Lidice,630,Esq. Periférico,Jardines del Pedregal,01900,,Álvaro Obregón,POINT (-99.20924212902608 19.32978583501908)
16,17.0,TIENDAS DE AUTO SERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Av. Centenario,394,5 de Mayo,Merced Gómez,01600,Plaza Comercial,Álvaro Obregón,POINT (-99.20914421740821 19.365780856034313)
17,18.0,CENTRO COMERCIAL,CENTRO COMERCIAL SAN JERONIMO,Periférico Sur,,Esq. San Jerómino,Pedregal de San Angel,,,Álvaro Obregón,POINT (-99.21091479384023 19.328682162632756)
18,19.0,TIENDAS DEPARTAMENTALES,LIVERPOOL,Camino Real a Toluca,140,entre Jilguero y Av. Jardín,2A SECCION AMPLIACION DE BOSQUES,01140,,Álvaro Obregón,POINT (-99.19676924331019 19.394803899033455)
19,20.0,TIENDAS DE AUTO SERVICIO,ISSSTE FARMACIA,Sur 110,S/N,F. Angeles y Camin,BELLAVISTA,01140,,Álvaro Obregón,POINT (-99.19364723168763 19.394813906735184)
20,21.0,TIENDAS DE AUTO SERVICIO,COSCO,Boulevard Adolfo López Mateos,1135,Calle 10 y calle 16,SAN PEDRO DE LOS PINOS,01280,,Álvaro Obregón,POINT (-99.19059920218545 19.387079909104585)
21,22.0,TIENDAS DE AUTO SERVICIO,SPORT CITY,Boulevard Adolfo López Mateos,1145,Calle 10 y calle 16,SAN PEDRO DE LOS PINOS,01280,,Álvaro Obregón,POINT (-99.19106320075781 19.385855906606153)
22,23.0,CENTRO COMERCIAL,Grupo Sordo,Periférico,3025,,Pedregal de San Angel,,,Álvaro Obregón,POINT (-99.21948102964224 19.313345896704163)
23,24.0,CENTRO Y PLAZA COMERCIAL,Terraza Pedregal,Blvd Adolfo López Mateos,4132,,Jardines deL Pedregal,01900,,Álvaro Obregón,POINT (-99.20950604649991 19.306753887875534)
24,25.0,CENTRO Y PLAZA COMERCIAL,Grand Pedregal,De Las Fuentes,556,,Jardines del Pedregal,01900,,Álvaro Obregón,POINT (-99.2118442347859 19.316475303099455)
25,26.0,CENTRO Y PLAZA COMERCIAL,JOLIE,De Las Fuentes,425,,Jardines del Pedregal,01900,,Álvaro Obregón,POINT (-99.21106421657039 19.319275431867926)
26,27.0,CENTRO Y PLAZA COMERCIAL,Plaza Bazar,Periferico Sur,2930,,Tizapan San Angel,01090,,Álvaro Obregón,POINT (-99.20903654348005 19.33321083638165)
27,28.0,CENTRO Y PLAZA COMERCIAL,Plaza Escenaria,San Jeronimo,263,,Tizapan San Angel,01090,,Álvaro Obregón,POINT (-99.19897763098625 19.33560836514612)
28,29.0,CENTRO Y PLAZA COMERCIAL,Patio Revolución,C del Ayuntamiento,3,,San Angel,01000,,Álvaro Obregón,POINT (-99.19151326126745 19.34194534285512)
29,30.0,CENTRO Y PLAZA COMERCIAL,Plaza Grand San Angel,C de la Amargura,17,,San Angel,01000,,Álvaro Obregón,POINT (-99.19130276930419 19.34619522424137)
30,31.0,CENTRO Y PLAZA COMERCIAL,Plaza del Carmen,Av de la Paz,57,,San Angel,01000,,Álvaro Obregón,POINT (-99.1892302634175 19.346378644199344)
31,32.0,CENTRO Y PLAZA COMERCIAL,Plaza Versalles,Av de la Paz,39,,San Angel,01000,,Álvaro Obregón,POINT (-99.18912812249773 19.34708170716951)
32,33.0,CENTRO Y PLAZA COMERCIAL,Plaza,Insurgentes Sur,1787,,Guadalupe Inn,01020,,Álvaro Obregón,POINT (-99.18448512975559 19.35767237948726)
33,34.0,CENTRO Y PLAZA COMERCIAL,Portal San Angel,Revolucion,1267,,Guadalupe Inn,1267,,Álvaro Obregón,POINT (-99.19020366389461 19.360954663694212)
34,35.0,CENTRO Y PLAZA COMERCIAL,Plaza San Angel,Altavista,125,,San Angel Inn,01060,,Álvaro Obregón,POINT (-99.19519008951075 19.349213134872713)
35,36.0,CENTRO Y PLAZA COMERCIAL,Plaza,Av Toluca,215,,Olivar de los Padres,01780,,Álvaro Obregón,POINT (-99.20970969070405 19.341082352847963)
36,37.0,CENTRO Y PLAZA COMERCIAL,Plaza Olivar 481,Av Toluca,479,,Olivar de los Padres,01780,,Álvaro Obregón,POINT (-99.21794209408037 19.339631055141314)
37,38.0,TIENDAS DE AUTOSERVICIO_1,WALMART EXPRESS,Av Toluca,511,,Olivar de los Padres,01780,,Álvaro Obregón,POINT (-99.21903393855727 19.33936915845688)
38,39.0,CENTRO Y PLAZA COMERCIAL,La Plaza,AV. TOLUCA,571,,,01780,,Álvaro Obregón,POINT (-99.22078051602128 19.33867775463068)
39,40.0,CENTRO Y PLAZA COMERCIAL,Square Plaza,Av Toluca,585,,Olivar de los Padres,01780,,Álvaro Obregón,POINT (-99.22109590682719 19.338337627685448)
40,41.0,CENTRO Y PLAZA COMERCIAL,Plaza Torres de Potrero,Alta tension,71,,Torres de Potrero,01840,,Álvaro Obregón,POINT (-99.25136279501595 19.330209681713967)
41,42.0,CENTRO Y PLAZA COMERCIAL,Plaza Axiomiatla,Calz de las Aguilas,1952,,Lomas de Axiomatla,01820,,Álvaro Obregón,POINT (-99.25237561440957 19.341028264902935)
42,43.0,CENTRO Y PLAZA COMERCIAL,Grand San Francisco,Desierto de los Leones,5525,,Alcatarilla,01729,,Álvaro Obregón,POINT (-99.24296189956482 19.338950754561047)
43,44.0,CENTRO Y PLAZA COMERCIAL,Plaza,Olivar de los Padres,1086,,San Jose del Olivar,01770,,Álvaro Obregón,POINT (-99.23764323755483 19.33731718542084)
44,45.0,CENTRO Y PLAZA COMERCIAL,Plaza Punta las Aguilas,Calz de las Aguilas,1289,,Puente Colorado,1289,,Álvaro Obregón,POINT (-99.2305833042555 19.348429243774742)
45,46.0,TIENDAS DE AUTOSERVICIO_1,Bodega Aurrera Express,Calz de las Aguilas,1258,,Puente Colorado,01730,,Álvaro Obregón,POINT (-99.2294394213673 19.34845030240111)
46,47.0,CENTRO Y PLAZA COMERCIAL,Aguilas once 68,Calz Aguilas,1168,,San Clemente,01740,,Álvaro Obregón,POINT (-99.2265293462708 19.34875032080763)
47,48.0,CENTRO Y PLAZA COMERCIAL,Mini Mall,Calz de las Aguilas,807,,1 secc la Aguilas,01710,,Álvaro Obregón,POINT (-99.21631736500765 19.353453573284465)
48,49.0,CENTRO Y PLAZA COMERCIAL,Plaza Atlamaya,Blvd Adolfo Lopez Mateos,2433,,Atlamaya,01760,,Álvaro Obregón,POINT (-99.20189901136293 19.348620674807538)
49,50.0,CENTRO Y PLAZA COMERCIAL,Plaza Tlamaya,Altavista,147,,San Anguel Inn,01060,,Álvaro Obregón,POINT (-99.19660280737267 19.349562564055898)
50,51.0,TIENDAS DEPARTAMENTALES_1,TOKS y Office Depot,Manuel Gutierrez Zamora,2,,Las aguilas,01710,,Álvaro Obregón,POINT (-99.19891222509726 19.357479985037184)
51,52.0,CENTRO Y PLAZA COMERCIAL,Plaza las Aguilas,Calz de los Leones,145,,Aguilas,01710,,Álvaro Obregón,POINT (-99.1972817949509 19.361210608627893)
52,53.0,CENTRO Y PLAZA COMERCIAL,Plaza,Prol 5 de Mayo,3121,,,01618,,Álvaro Obregón,POINT (-99.22354684430752 19.362279491288156)
53,54.0,CENTRO Y PLAZA COMERCIAL,Supercito Chedraui Santa Lucia,Santa Lucia,343,,Olivar de Conde 1 secc,01480,,Álvaro Obregón,POINT (-99.21261777201687 19.371752581870496)
54,55.0,CENTRO Y PLAZA COMERCIAL,Mercado Olivar de Conde,Erneto Uruchurtu,,,Olivar del Conde 2 sec,01400,,Álvaro Obregón,POINT (-99.2138173365999 19.37204831846265)
55,56.0,CENTRO Y PLAZA COMERCIAL,Plaza de las Rosas,Santa Lucia,810,,Olivar de Conde 1 Secc,01400,,Álvaro Obregón,POINT (-99.20747577149693 19.372187721381827)
56,57.0,TIENDAS DEPARTAMENTALES_1,Elektra Santa Lucia,Santa Lucia,816,,Olivar del Conde 1 secc,01400,,Álvaro Obregón,POINT (-99.20792242475119 19.372614474952073)
57,58.0,CENTRO Y PLAZA COMERCIAL,Plaza Exhibimex,Calle 10,132,,Tolteca,01180,,Álvaro Obregón,POINT (-99.19177694548972 19.389014477535582)
58,59.0,CENTRO Y PLAZA COMERCIAL,Plaza Canario,Canario,166,,Tolteca,01150,,Álvaro Obregón,POINT (-99.19389533785984 19.393095786211855)
59,60.0,CENTRO Y PLAZA COMERCIAL,PLAZA OBSERVATORIO,AV OBSERVATORIO,457,,HIDALGO,01120,,Álvaro Obregón,POINT (-99.2096125370371 19.399842920564918)
60,61.0,TIENDAS DE AUTOSERVICIO_1,,Vasco de Quiroga,,,Santa Fé,01210,,Álvaro Obregón,POINT (-99.23405890161352 19.383751276055715)
61,62.0,TIENDAS DEPARTAMENTALES_1,ELEKTRA,Vasco de Quiroga,1504,,Santa Fé,01210,,Álvaro Obregón,POINT (-99.23508256972673 19.38306555076727)
62,63.0,CENTRO Y PLAZA COMERCIAL,PLAZA,VASCO DE QUIROGA,1504,,LA MEXICANA,01260,,Álvaro Obregón,POINT (-99.23481861736019 19.38306786449506)
63,64.0,CENTRO Y PLAZA COMERCIAL,PLAZA,VASCO DE QUIROGA,1494,,SANTA FE,01210,,Álvaro Obregón,POINT (-99.23438020178773 19.383155212764624)
64,65.0,TIENDAS DEPARTAMENTALES_1,COPPEL,VASCO DE QUIROGA,1391,,SANTA FE,1391,,Álvaro Obregón,POINT (-99.23134105597454 19.384249812308795)
65,66.0,TIENDAS DEPARTAMENTALES,COPPEL,VASCO DE QUIROGA,1651,,SANTA FE,01210,,Álvaro Obregón,POINT (-99.23995495284466 19.382076959794734)
66,67.0,CENTRO Y PLAZA COMERCIAL,PATIO Santa Fe,Prol Paseo de la Reforma,400,,Santa Fe ZEDEC,01210,,Álvaro Obregón,POINT (-99.25425126740565 19.377507335524342)
67,68.0,MIXTO,The point,Prol Paseo de la Reforma,413,,Lomas de Santa Fe ZEDEC,01219,,Álvaro Obregón,POINT (-99.25716531320725 19.3776610280442)
68,69.0,CENTRO Y PLAZA COMERCIAL,Plaza Samara,Antonio Dovali Jaime,70,,ZEDEC SANTA FE,01260,,Álvaro Obregón,POINT (-99.25855093539516 19.368045836042167)
69,70.0,CENTRO Y PLAZA COMERCIAL,PARK PLAZA,JAVIER BARROS SIERRA,540,,ZEDEC SANTA FE,01219,,Álvaro Obregón,POINT (-99.25967581414932 19.364470336748617)
70,71.0,CENTRO Y PLAZA COMERCIAL,GARDEN SANTA FE,GUILLERMO GONZALEZ CAMARENA,1205,,ZEDEC SANAT FE,01219,,Álvaro Obregón,POINT (-99.2644322472529 19.365473333902177)
71,72.0,TIENDAS DE AUTOSERVICIO_1,Bodega Aurrera Express,Tamaulipas,1320,,Santa Lucia,01500,,Álvaro Obregón,POINT (-99.2499610640009 19.36169765724469)
72,73.0,TIENDAS DE AUTOSERVICIO_1,Soriana,Tamaulipas,1236,,Garcimarrero,01510,,Álvaro Obregón,POINT (-99.24166771278308 19.365280127177996)
73,74.0,TIENDAS DE AUTOSERVICIO_1,Bodega Aurrera Express,Vasco de Quiroga,1742,,2 ampliacion de Piru,01230,,Álvaro Obregón,POINT (-99.24210637018139 19.380400571193427)
74,75.0,TIENDAS DE AUTOSERVICIO_1,COPPEL,Ernesto P. Uruchurtu,103,,Olivar del Conde,01400,,Álvaro Obregón,POINT (-99.2139884190486 19.372580918691416)
75,76.0,TIENDAS DE AUTOSERVICIO_1,Zorro Abarrotero,Alta Tension,88,,Molino de Rosas,01470,,Álvaro Obregón,POINT (-99.20398820133384 19.37177584682155)
76,77.0,Centro y Plaza Comercial,Pasaje Santa Fe,,,,,,,Álvaro Obregón,POINT (-99.26315038716396 19.366807399488827)
77,78.0,TIENDA DE AUTOSERVICIO_1,WALMART EXPRESS,,,,,,,Álvaro Obregón,POINT (-99.2482739303072 19.34204982751564)
78,79.0,CENTRO Y PLAZA COMERCIAL,PLAZA LA ALCANTARILLA,,,,,,,Álvaro Obregón,POINT (-99.24121296299259 19.339268015269987)
79,80.0,CENTRO Y PLAZA COMERCIAL,Plaza Olivar de los Padres,AV TOLUCA,730,,,01780,,Álvaro Obregón,POINT (-99.23648020069759 19.33722688087984)
80,81.0,TIENDAS DE AUTOSERVICIO_1,Bodega Aurrera Express,,,,,,,Álvaro Obregón,POINT (-99.20943094388247 19.373796961354184)
81,82.0,TIENDAS DEPARTAMENTALES_1,Elektra,,,,,,,Álvaro Obregón,POINT (-99.21103458609316 19.38980896723907)
82,83.0,TIENDAS DE AUTOSERVICIO_1,,,,,,,,Álvaro Obregón,POINT (-99.21111816146431 19.318300582858654)
83,84.0,CENTRO Y PLAZA COMERCIAL,Pedregal,,,,,,,Álvaro Obregón,POINT (-99.21134312296473 19.31807629704532)
84,85.0,CENTRO COMERCIAL,CONDOMINOS DEL  LUIS CABRERA AC.,Contreras,386,Esq. Periférico,Sn. Jerónimo Aculco,10400,,Magdalena Contreras,POINT (-99.22147915250609 19.321095803002166)
85,86.0,CENTRO Y PLAZA COMERCIAL,,San Jeronimo,132,,San Jeronimo Lidice,10200,,Magdalena Contreras,POINT (-99.22287790055752 19.323401388285074)
86,87.0,CENTRO Y PLAZA COMERCIAL,Operadora de Negocios CCV,Alvaro Obregon,1415,,La Cruz,10800,,Magdalena Contreras,POINT (-99.23553459227014 19.305440025172928)
87,88.0,CENTRO Y PLAZA COMERCIAL,,Alvaro Obregon,7,,,10300,,Magdalena Contreras,POINT (-99.25685429559832 19.313506291876482)
88,89.0,CENTRO Y PLAZA COMERCIAL,,Blvd. Adolfo Lopez Mateos,38,,,,,Magdalena Contreras,POINT (-99.21271939489715 19.328097123513132)
89,90.0,CENTRO Y PLAZA COMERCIAL,Pasaje San Jeronimo,San Jeronimo,819,,Puente Sierra,10110,,Magdalena Contreras,POINT (-99.21589640701872 19.32988974717585)
90,91.0,CENTRO Y PLAZA COMERCIAL,Vips San Jeronimo,AV CONTRERAS,32,ESQ AV SAN JERONIMO,,10200,,Magdalena Contreras,POINT (-99.21171334618772 19.33011561615519)
91,92.0,CENTRO Y PLAZA COMERCIAL,Plaza Altamira,San Bernabe,327,,,10200,,Magdalena Contreras,POINT (-99.2181004808122 19.334193879501484)
92,93.0,CENTRO Y PLAZA COMERCIAL,PLAZA LA CRUZ,Av Mexico,1385,,La Cruz,10800,,Magdalena Contreras,POINT (-99.2340309749563 19.306171401528342)
93,94.0,TIENDAS DE AUTOSERVICIO_1,,AV. SAN BERNABE,998,,,10010,,Magdalena Contreras,POINT (-99.23987461495229 19.32129014852014)
94,95.0,CENTRO Y PLAZA COMERCIAL,PLAZA MAGDALENA,PRESA,254 local A,,,10100,,Magdalena Contreras,POINT (-99.21860042718336 19.328414102688786)
95,96.0,TIENDAS DE AUTO SERVICIO,ISSSTETIENDAS,Calz. México-Xochimilco,5713,Entre Antiguo Camino a Xochimilco y El Sauz,La Noria,16030,NO ES TIENDA DE AUTOSERVICIO,Xochimilco,POINT (-99.1242916633862 19.26534298612793)
96,97.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Av. Guadalupe Ramírez,318,Esq. Prol. División del Norte,Tepepan Sn. Marcos,16020,,Xochimilco,POINT (-99.1145407537064 19.26558055273026)
97,98.0,TIENDAS DE AUTO SERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Av. Prol. Div. del Norte,5333,Esq. Av. Guadalupe I. Ramírez,Potreros de Sn. Bernandino,16030,,Xochimilco,POINT (-99.11684164110989 19.267244002897748)
98,99.0,TIENDAS DE AUTO SERVICIO,"BODEGA COMERCIAL MEXICANA, S.A. DE C.V.",Calle Pino,66,Esq. Calle Hidalgo,Barrio la Guadalupita,16070,,Xochimilco,POINT (-99.10275158303945 19.264183032117515)
99,100.0,CENTRO COMERCIAL,CORPORACION XOCHIMILCO S.A. DE C.V.,Redención 150,104,,Residencial Xochimilco,16200,,Xochimilco,POINT (-99.11435359905805 19.253775000998456)
100,101.0,CENTRO Y PLAZA COMERCIAL,PLAZA VICARO,AV. SAN PEDRO ATOCPAN,196,,SAN GREGORIO ATLAPULCO,16600,,Xochimilco,POINT (-99.05792191259826 19.249471884582448)
101,102.0,CENTRO Y PLAZA COMERCIAL,PLAZA MANANTIALES,CAMINO A NATIVITAS,35,,XALTOCAN,16090,,Xochimilco,POINT (-99.10300455742669 19.254154051269076)
102,103.0,CENTRO Y PLAZA COMERCIAL,PLAZA S/N,AQUILES SERDAN,45,,SANTIAGO TEPALTLALPAN,16200,PLAZA LOCAL,Xochimilco,POINT (-99.1228388291184 19.247668390101474)
103,104.0,CENTRO Y PLAZA COMERCIAL,PLAZA CUAUHTÉMOC,AV. CUAUHTÉMOC,48,,SAN PEDRO,16090,PLAZA LOCAL,Xochimilco,POINT (-99.1068493947161 19.259411572980053)
104,105.0,TIENDAS DEPARTAMENTALES_1,ELEKTRA,AV. MORELOS,90,,LOS MORELES,16060,,Xochimilco,POINT (-99.10498072501005 19.260043143387445)
105,106.0,CENTRO Y PLAZA COMERCIAL,PLAZA LOS ANGELES,VIOLETA,65,,SANTA CRUCITA,16070,PLAZA LOCAL,Xochimilco,POINT (-99.10155072849199 19.26081864058159)
106,107.0,CENTRO Y PLAZA COMERCIAL,PLAZA NUEVO LEÓN,AV. NUEVO LEÓN,19,,SANTA CRUCITA,16070,PLAZA LOCAL,Xochimilco,POINT (-99.10250906325588 19.262122730424966)
107,108.0,TIENDAS DE AUTOSERVICIO_1,CHEDRAUI,CAMINO A SANTIAGO TEPALCATLALPAN,400,,SANTIAGO TEPALCATLALPAN,16210,,Xochimilco,POINT (-99.12254470353552 19.257299295972597)
108,109.0,CENTRO Y PLAZA COMERCIAL,PLAZA TEPEPAN,AV. GUADALUPE I RAMÍREZ,741,,SANTA MARÍA TEPEPAN,16020,PLAZA LOCAL,Xochimilco,POINT (-99.12997683006428 19.271050915112635)
109,110.0,TIENDAS DE AUTOSERVICIO_1,BODEGA AURRERA EXPRES,AV. PROL. DIVISIÓN DEL NORTE,4942,,SAN LORENZO LA SEBADA,16001,,Xochimilco,POINT (-99.12336616625102 19.280235139496597)
110,111.0,CENTRO Y PLAZA COMERCIAL,PLAZA VAQUERITOS,AV. PROL. DIVISIÓN DEL NORTE,4901,,SAN LORENZO LA SEBADA,16035,,Xochimilco,POINT (-99.12483840179912 19.281958277218386)
111,112.0,CENTRO Y PLAZA COMERCIAL,PLAZAS ARENAL,ARENAL,651,,SANTA MARIA TEPEPAN,16020,,Xochimilco,POINT (-99.13707908546124 19.279712490923178)
112,113.0,CENTRO Y PLAZA COMERCIAL,PLAZA ARENAL,ARENAL,842,,SANTA MARÍA TEPEPAN,16020,,Xochimilco,POINT (-99.13844349088468 19.280588080146295)
113,114.0,TIENDAS DE AUTOSERVICIO_1,CHEDRAUI,AV. AQUILES SERDAN,360,,EL MIRADOR,16740,,Xochimilco,POINT (-99.0221619089088 19.257752457192495)
114,115.0,TIENDAS DEPARTAMENTALES_1,ELEKTRA,JOSÉ MARÍA MORELOS,85,,TENANTITLA,12100,,Milpa Alta,POINT (-98.99400495898323 19.218125558996856)
115,116.0,CENTRO Y PLAZA COMERCIAL,PLAZA S/N,GUADALUPE VICTORIA SUR,27,,TENANTITLA,12100,PLAZA LOCAL,Milpa Alta,POINT (-98.99482248770732 19.21767817753469)
116,117.0,TIENDAS DEPARTAMENTALES,VIANA,Av. Tláhuac,6020,Esq. Manuel M. López,Lomas de Sn. Lorenzo,09780,NO ES TIENDA DEPARTEMENTAL,Tlahuac,POINT (-99.04617546448594 19.299651177797703)
117,118.0,TIENDAS DEPARTAMENTALES_1,ELEKTRA,CALZ. TLAHUAC TULYEHUALCO,4925,,SAN ISIDRO,13093,,Tlahuac,POINT (-99.01034909910686 19.258869392170606)
118,119.0,TIENDAS DEPARTAMENTALES_1,COPPEL,CALZ. TLAHUAC TULYEHUALCO,4901,,SAN ISIDRO,13094,,Tlahuac,POINT (-99.00983169355817 19.260160574991687)
119,120.0,TIENDAS DE AUTOSERVICIO_1,BODEGA AURRERA EXPRES,CALZ. TLAHUAC TULYEHUALCO,S/N,,LOS REYES,13080,,Tlahuac,POINT (-99.00939366369404 19.260499014530783)
120,121.0,TIENDAS DEPARTAMENTALES_1,ELEKTRA,AV. TLAHUAC,17,,LOS REYES,13080,,Tlahuac,POINT (-99.00577718336845 19.268042395281977)
121,122.0,TIENDAS DE AUTOSERVICIO_1,BODEGA AURRERA EXPRES,MONTES CÁRPATOS,355,,AMPLEACIÓN SELENE,13420,,Tlahuac,POINT (-99.00575770215066 19.295143655150934)
122,123.0,CENTRO Y PLAZA COMERCIAL,PLAZA ZAPOTITLAN DT,AV TLÁHUAC,5856,,SANTA ANA PONIENTE,13300,,Tlahuac,POINT (-99.0418862516348 19.299764663501808)
123,124.0,TIENDAS DEPARTAMENTALES_1,ELEKTRA,AV. TLÁHUAC,5824,,SANTA ANA PONIENTE,13300,,Tlahuac,POINT (-99.04318258192522 19.299883452608565)
124,125.0,TIENDAS DEPARTAMENTALES_1,ELEKTRA,AV. TLÁHUAC,5988,,LOS OLIVOS,13210,,Tlahuac,POINT (-99.05551954062031 19.303169960647388)
125,126.0,TIENDAS DEPARTAMENTALES_1,COPPEL,AV. TLÁHUAC,5504,,LOS OLIVOS,13210,,Tlahuac,POINT (-99.05516874862204 19.303063369823096)
126,127.0,CENTRO Y PLAZA COMERCIAL,PLAZA TLÁHUAC,AV. TLÁHUAC,5295,,LOS OLIVOS,13210,,Tlahuac,POINT (-99.06167545632903 19.30487191276679)
127,128.0,TIENDAS DEPARTAMENTALES_1,COPPEL,RAFAEL CASTILLO,24,,LA HABANA,13050,,Tlahuac,POINT (-98.99895952264217 19.266971057301358)
128,129.0,TIENDAS DEPARTAMENTALES_1,BODEGA AURRERA EXPRES,CALZ. TLÁHUAC CHALCO,S/N,,LA HABANA,13070,,Tlahuac,POINT (-98.99863778984513 19.266018047953477)
129,130.0,TIENDAS DE AUTO SERVICIO,"COMERCIAL MEXICANA, S.A. DE C.V.",Perpetua,35,Esq. Insurgentes,Sn. José Insurgentes,03900,,Benito Juárez,POINT (-99.1821181202794 19.366257915495787)
130,131.0,TIENDAS DE AUTO SERVICIO,ISSSTETIENDAS,Dr. Vertiz,543,Esq. Obrero Mundial,Narvarte,03020,,Benito Juárez,POINT (-99.15099409325761 19.401397003678365)
131,132.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Av. Xola,1856,,Narvarte,03020,,Benito Juárez,POINT (-99.14711806457733 19.395472009287207)
132,133.0,TIENDAS DE AUTO SERVICIO,"WOOLWORTH MEXICANA, S.A. DE C.V.",Av. Cuauhtémoc,607,Esq. Xola,Narvarte,03020,,Benito Juárez,POINT (-99.15674510146071 19.396333988264686)
133,134.0,PLAZAS COMERCIALES,,Av. Universidad,1000,Esq. Parroquia,Sta. Cruz Atoyac,03100,,Benito Juárez,POINT (-99.16591506488194 19.367784952344536)
134,135.0,CENTRO COMERCIAL,,Av. Insurgentes Sur,1320,Entre Recreo y Parroquia,Del Valle,03100,,Benito Juárez,POINT (-99.17882812422475 19.372760926235596)
135,136.0,TIENDAS DE AUTO SERVICIO,Super  G,Av. Eugenia,901,Esq. Gabriel Mancera,Del Valle,03100,,Benito Juárez,POINT (-99.16396310240299 19.386038966716285)
136,137.0,TIENDAS DE AUTO SERVICIO,"UNIDAD COMERCIAL DE TODO, S.A.",Av. Félix  Cuevas,1621,Esq. Sn. Fracisco,Del Valle,03100,,Benito Juárez,POINT (-99.17609811398725 19.372745932928094)
137,138.0,TIENDAS DE AUTO SERVICIO,"ALMACENES AURRERA,S.A. DE C.V.",Heriberto Frias,1102,Esq. Diagonal San Antonio,Del Valle,03100,,Benito Juárez,POINT (-99.15959010705244 19.394360981038393)
138,139.0,TIENDAS DE AUTO SERVICIO,ISSSTETIENDAS,Av. Coyoacán,521,Entre Torres Adalid y Av. del Valle,Del Valle,03100,,Benito Juárez,POINT (-99.1665951232605 19.39039196362896)
